Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,,,,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 250 -K 0 -S 1 -depth 3 -num-slots 6',1.12E+18,2.01E+07,50000,25000,14129,10871,0,56.516,43.484,0,0.105653223,0.370282232,0.425831728,96.16570359,97.05029735,34216.38372,32497.77565,1718.608066,1.368655349,1.299911026,0.068744323,2242.801927,0.089712077,163869.5062,0.949774775,12651,0.828938356,9682,0.171061644,1998,0.050225225,669,0.566471141,0.949774775,0.7096738,0.195292848,0.682298429,0.706550639,0.56516,0.467804132,0.532195868,0.43484,0.573318527,0.56516,0.469085902,0.157229576,0.66944537,0.573293724,0.322330457,0.56516,8.051,0.955,1.2324079,0.9516061,2.23E+07,1.07E+07,5331484,99.996,99.72133333,?,0.43728
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 10 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,13898,11102,0,55.592,44.408,0,0.111560862,0.367722864,0.428489853,95.50181413,97.65774485,34214.72418,32913.72702,1300.997163,1.368588967,1.316549081,0.052039887,2589.893746,0.10359575,189225.0546,0.88475976,11785,0.750428082,8765,0.249571918,2915,0.11524024,1535,0.573479319,0.88475976,0.695896073,0.17521289,0.650559464,0.676063271,0.55592,0.450073942,0.549926058,0.44408,0.509923074,0.55592,0.484942129,0.139906919,0.633710766,0.534835179,0.344048744,0.55592,0.486,0.07,0.0624004,0.0624004,4765158,1.07E+07,5331484,99.684,97.75066667,?,0.454670357
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 10 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14225,10775,0,56.9,43.1,0,0.149888653,0.364922361,0.425914944,94.7736958,97.06926297,34216.38372,32552.21536,1664.16836,1.368655349,1.302088614,0.066566734,2948.745835,0.117949833,215449.0408,0.865015015,11522,0.685616438,8008,0.314383562,3672,0.134984985,1798,0.589964158,0.865015015,0.701491629,0.216494936,0.667191431,0.691005644,0.569,0.425249571,0.574750429,0.431,0.53326373,0.569,0.509299999,0.175899934,0.648173196,0.54837965,0.366493944,0.569,0.481,0.068,0.0780005,0.0780005,4022682,1.07E+07,5331484,99.624,97.26133333,?,0.445416524
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 10 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14297,10703,0,57.188,42.812,0,0.15290346,0.363963439,0.425079522,94.52465483,96.87886391,34216.38372,32443.11955,1773.26417,1.368655349,1.297724782,0.070930567,3067.794,0.12271176,224147.2517,0.873048048,11629,0.696232877,8132,0.303767123,3548,0.126951952,1691,0.588482364,0.873048048,0.703062181,0.216752643,0.669540078,0.691432764,0.57188,0.42671183,0.57328817,0.42812,0.549362807,0.57188,0.510919021,0.182148293,0.653229957,0.553315213,0.369627199,0.57188,0.461,0.071,0.0780005,0.0624004,4204802,1.07E+07,5331484,99.548,97.44933333,?,0.445921645
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 25 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14130,10870,0,56.52,43.48,0,0.131846569,0.366237887,0.425913623,95.11614874,97.07059255,34214.72418,32515.01358,1699.710601,1.368588967,1.300600543,0.067988424,2761.008161,0.110440326,201727.1638,0.887237237,11818,0.732534247,8556,0.267465753,3124,0.112762763,1502,0.580053009,0.887237237,0.70148988,0.198761048,0.664626582,0.691977801,0.5652,0.440406795,0.559593205,0.4348,0.526741674,0.5652,0.496651461,0.162075416,0.649567813,0.551238718,0.353365942,0.5652,1.076,0.182,0.156001,0.1716011,1.26E+07,1.07E+07,5331484,99.812,98.39866667,?,0.436486189
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 25 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14306,10694,0,57.224,42.776,0,0.153587775,0.364847328,0.424288623,94.75420898,96.69861199,34216.38372,32307.40552,1908.978195,1.368655349,1.292296221,0.076359128,2943.553723,0.117742149,215069.6811,0.873873874,11640,0.690239726,8062,0.309760274,3618,0.126126126,1680,0.590802964,0.873873874,0.704984556,0.224189797,0.678918254,0.705639803,0.57224,0.425182833,0.574817167,0.42776,0.539518312,0.57224,0.510183512,0.181165027,0.660066993,0.560530984,0.364582083,0.57224,1.018,0.168,0.156001,0.1716011,1.06E+07,1.07E+07,5331484,99.84,98.484,?,0.434346061
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 25 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14365,10635,0,57.46,42.54,0,0.151375173,0.364778601,0.423861362,94.73635994,96.60123607,34216.38372,32237.44971,1978.934006,1.368655349,1.289497989,0.07915736,2963.212103,0.118528484,216506.0134,0.893393393,11900,0.717636986,8382,0.282363014,3298,0.106606607,1420,0.586727147,0.893393393,0.708291173,0.224104379,0.678245397,0.700524156,0.5746,0.431593073,0.568406927,0.4254,0.566773882,0.5746,0.507446471,0.18674647,0.663415605,0.564636793,0.363367168,0.5746,1.07,0.161,0.156001,0.156001,9958629,1.07E+07,5331484,99.836,98.76133333,?,0.435366122
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 50 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14198,10802,0,56.792,43.208,0,0.138920027,0.365520578,0.424889298,94.9298556,96.83713708,34214.72418,32358.8317,1855.892483,1.368588967,1.294353268,0.074235699,2839.390334,0.113575613,207453.9898,0.88536036,11793,0.721660959,8429,0.278339041,3251,0.11463964,1527,0.583176738,0.88536036,0.703178105,0.207723437,0.671828229,0.698762415,0.56792,0.436081454,0.563918546,0.43208,0.532279852,0.56792,0.500872031,0.16901,0.655959443,0.557874985,0.356589678,0.56792,2.024,0.379,0.3276021,0.3744024,2.46E+07,1.07E+07,5331484,99.876,98.56133333,?,0.43056
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 50 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14287,10713,0,57.148,42.852,0,0.146263003,0.365009749,0.42378775,94.7963912,96.58445935,34216.38372,32227.78793,1988.595791,1.368655349,1.289111517,0.079543832,2904.980238,0.11619921,212251.3234,0.887387387,11820,0.714297945,8343,0.285702055,3337,0.112612613,1500,0.586222288,0.887387387,0.706029926,0.218614263,0.682202852,0.708942333,0.57148,0.432405439,0.567594561,0.42852,0.53921284,0.57148,0.504549936,0.17659991,0.664460012,0.565921419,0.358011827,0.57148,2.091,0.35,0.312002,0.3276021,2.24E+07,1.07E+07,5331484,99.884,98.76666667,?,0.43182
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 50 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14376,10624,0,57.504,42.496,0,0.151924544,0.364827792,0.423446176,94.74913524,96.50661182,34216.38372,32159.75197,2056.631753,1.368655349,1.286390079,0.08226527,2957.0721,0.118282884,216057.3963,0.895645646,11930,0.717636986,8382,0.282363014,3298,0.104354354,1390,0.587337534,0.895645646,0.709443387,0.227533065,0.680526082,0.703964813,0.57504,0.431317144,0.568682856,0.42496,0.564361872,0.57504,0.507362356,0.187925741,0.666167999,0.56849278,0.363092042,0.57504,2.7,0.379,0.3276021,0.3900025,2.12E+07,1.07E+07,5331484,99.916,98.97466667,?,0.43058
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14267,10733,0,57.068,42.932,0,0.145012052,0.365087562,0.424249937,94.81739641,96.69141949,34214.72418,32270.09556,1944.62862,1.368588967,1.290803822,0.077785145,2879.446759,0.11517787,210380.627,0.885435435,11794,0.714126712,8341,0.285873288,3339,0.114564565,1526,0.585746213,0.885435435,0.705066507,0.215891614,0.676635068,0.703621562,0.57068,0.432824327,0.567175673,0.42932,0.543666929,0.57068,0.504155723,0.175282462,0.660519004,0.563040172,0.358110364,0.57068,4.283,0.889,0.8580055,0.8892057,4.56E+07,1.07E+07,5331484,99.932,98.84266667,?,0.42574
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14275,10725,0,57.1,42.9,0,0.144790833,0.364716669,0.423354023,94.72027575,96.48560964,34216.38372,32165.88851,2050.495204,1.368655349,1.286635541,0.082019808,2935.094007,0.11740376,214451.575,0.888588589,11836,0.715753425,8360,0.284246575,3320,0.111411411,1484,0.586056645,0.888588589,0.706289533,0.218862552,0.684879915,0.711898162,0.571,0.433138669,0.566861331,0.429,0.53755218,0.571,0.503395634,0.175153506,0.667305935,0.56954317,0.356406851,0.571,4.703,0.911,0.780005,0.8892057,4.63E+07,1.07E+07,5331484,99.916,98.85866667,?,0.42784
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14444,10556,0,57.776,42.224,0,0.155415007,0.365016181,0.423213397,94.79806157,96.45355991,34216.38372,32133.72474,2082.658983,1.368655349,1.285348989,0.083306359,2927.541777,0.117101671,213899.7741,0.902402402,12020,0.721660959,8429,0.278339041,3251,0.097597598,1300,0.587803805,0.902402402,0.711895525,0.233690913,0.683494394,0.707271553,0.57776,0.431100087,0.568899913,0.42224,0.576702399,0.57776,0.508438273,0.193519551,0.668967075,0.571952243,0.362443324,0.57776,4.253,0.858,0.7644049,0.8424054,4.36E+07,1.07E+07,5331484,99.94,99.124,?,0.42948
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 150 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14240,10760,0,56.96,43.04,0,0.142004654,0.365091767,0.424112781,94.81848851,96.66015995,34214.72418,32253.01591,1961.708272,1.368588967,1.290120636,0.078468331,2874.859152,0.114994366,210045.4433,0.886636637,11810,0.718321918,8390,0.281678082,3290,0.113363363,1510,0.584653465,0.886636637,0.704653938,0.213205953,0.67831129,0.705322792,0.5696,0.434575361,0.565424639,0.4304,0.534044434,0.5696,0.502161027,0.171623537,0.661924949,0.564416934,0.35566648,0.5696,6.344,1.409,1.2324079,1.404009,7.05E+07,1.07E+07,5331484,99.944,98.84933333,?,0.4244
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 150 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14350,10650,0,57.4,42.6,0,0.150990296,0.364548104,0.423089829,94.67649768,96.42539769,34216.38372,32125.60405,2090.779669,1.368655349,1.285024162,0.083631187,2963.026177,0.118521047,216492.4288,0.890990991,11868,0.712157534,8318,0.287842466,3362,0.109009009,1452,0.58793223,0.890990991,0.708410434,0.226278936,0.686330725,0.713466075,0.574,0.430462763,0.569537237,0.426,0.547091456,0.574,0.506830628,0.182936757,0.669192665,0.571536624,0.359917458,0.574,6.443,1.36,1.2168078,1.3572087,6.86E+07,1.07E+07,5331484,99.92,98.93466667,?,0.42616
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 150 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14455,10545,0,57.82,42.18,0,0.157993889,0.36465844,0.422918393,94.70515305,96.38632619,34216.38372,32097.95433,2118.429387,1.368655349,1.283918173,0.084737175,2964.71424,0.11858857,216615.7666,0.898648649,11970,0.714041096,8340,0.285958904,3340,0.101351351,1350,0.589364845,0.898648649,0.711864407,0.235929157,0.685290022,0.709492295,0.5782,0.428705706,0.571294294,0.4218,0.569811571,0.5782,0.510306276,0.194376516,0.670493919,0.573913317,0.364040302,0.5782,6.379,1.397,1.2168078,1.3884089,6.51E+07,1.07E+07,5331484,99.948,99.12266667,?,0.42852
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 200 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14262,10738,0,57.048,42.952,0,0.143610915,0.365218929,0.424078165,94.85151394,96.65227058,34214.72418,32249.2583,1965.465881,1.368588967,1.289970332,0.078618635,2861.988559,0.114479542,209105.0809,0.887162162,11817,0.718065068,8387,0.281934932,3293,0.112837838,1503,0.584884181,0.887162162,0.704987472,0.214265086,0.679075654,0.705593319,0.57048,0.434105106,0.565894894,0.42952,0.54151014,0.57048,0.503075076,0.173577488,0.663007159,0.564973463,0.356311916,0.57048,8.319,1.991,1.8408118,1.9968128,9.29E+07,1.07E+07,5331484,99.944,98.984,?,0.42318
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 200 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14382,10618,0,57.528,42.472,0,0.152517416,0.364524743,0.42295548,94.67043064,96.39477851,34216.38372,32106.22469,2110.159028,1.368655349,1.284248988,0.084406361,2964.256308,0.118570252,216582.3079,0.894744745,11918,0.714469178,8345,0.285530822,3335,0.105255255,1402,0.588165622,0.894744745,0.709763869,0.229512762,0.687649315,0.71471693,0.57528,0.430480886,0.569519114,0.42472,0.556375882,0.57528,0.50725704,0.185950739,0.670490377,0.572807274,0.359935714,0.57528,9.302,1.96,1.7784114,1.9656126,8.94E+07,1.07E+07,5331484,99.94,98.98,?,0.42466
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 200 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14491,10509,0,57.964,42.036,0,0.161875146,0.364545502,0.422792067,94.67582195,96.35753546,34216.38372,32083.47625,2132.907473,1.368655349,1.28333905,0.085316299,2977.931557,0.119117262,217581.485,0.896921922,11947,0.708304795,8273,0.291695205,3407,0.103078078,1373,0.590850643,0.896921922,0.712403101,0.239304098,0.686223434,0.710216893,0.57964,0.426365413,0.573634587,0.42036,0.572835522,0.57964,0.512725151,0.19758417,0.671460655,0.574709546,0.365906806,0.57964,8.41,1.954,1.7628113,1.9500125,8.56E+07,1.07E+07,5331484,99.96,99.144,?,0.42776
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 250 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14281,10719,0,57.124,42.876,0,0.145781733,0.365101114,0.423965939,94.820916,96.62669312,34214.72418,32232.65679,1982.067386,1.368588967,1.289306272,0.079282695,2873.652903,0.114946116,209957.3113,0.886561562,11809,0.714469178,8345,0.285530822,3335,0.113438438,1511,0.585938275,0.886561562,0.705562526,0.217201516,0.679710675,0.706405117,0.57124,0.432661498,0.567338502,0.42876,0.540906368,0.57124,0.504372957,0.175720207,0.66362245,0.565830613,0.35759396,0.57124,10.257,2.605,2.3556151,2.5896166,1.14E+08,1.07E+07,5331484,99.94,99.00133333,?,0.42298
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 250 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14390,10610,0,57.56,42.44,0,0.153729507,0.364486759,0.4228987,94.66056594,96.38183794,34216.38372,32099.19421,2117.189505,1.368655349,1.283967769,0.08468758,2971.870715,0.118874829,217138.6518,0.893543544,11902,0.711986301,8316,0.288013699,3364,0.106456456,1418,0.588683351,0.893543544,0.709762061,0.23031023,0.687997739,0.714891044,0.5756,0.429620092,0.570379908,0.4244,0.560617943,0.5756,0.508155586,0.187275889,0.670847241,0.573290939,0.361099989,0.5756,11.379,2.691,2.3712152,2.6832172,1.10E+08,1.07E+07,5331484,99.94,99.00933333,?,0.42404
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 250 -K 0 -S 1 -depth 5 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14465,10535,0,57.86,42.14,0,0.160230544,0.364471739,0.422710327,94.65666517,96.3389064,34216.38372,32073.43316,2142.95056,1.368655349,1.282937326,0.085718022,2989.408595,0.119576344,218420.0506,0.894744745,11918,0.707705479,8266,0.292294521,3414,0.105255255,1402,0.590467697,0.894744745,0.71143744,0.236624366,0.686726052,0.710698178,0.5786,0.426789171,0.573210829,0.4214,0.574663194,0.5786,0.512046951,0.195546651,0.672110325,0.575164007,0.365591494,0.5786,10.959,2.645,2.3556151,2.6208168,1.07E+08,1.07E+07,5331484,99.952,99.16533333,?,0.4278
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 10 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,13767,11233,0,55.068,44.932,0,0.130418856,0.362641465,0.4308333,94.18211695,98.19184317,34214.72418,46232.1472,-12017.42302,1.368588967,1.849285888,-0.480696921,3314.657882,0.132586315,242178.3981,0.811786787,10813,0.656164384,7664,0.343835616,4016,0.188213213,2507,0.58521405,0.811786787,0.680127056,0.176809759,0.642419657,0.668218349,0.55068,0.424031768,0.575968232,0.44932,0.503197491,0.55068,0.50333032,0.145736549,0.627377107,0.530140203,0.37017502,0.55068,0.914,0.175,0.1716011,0.1716011,1.28E+07,1.07E+07,5331484,98.496,92.764,?,0.467944962
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 10 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,13988,11012,0,55.952,44.048,0,0.151050561,0.360587415,0.429413479,93.64787036,97.86660578,34216.38372,43913.59982,-9697.216104,1.368655349,1.756543993,-0.387888644,3551.239094,0.142049564,259469.9914,0.811411411,10808,0.628339041,7339,0.371660959,4341,0.188588589,2512,0.595580537,0.811411411,0.686941876,0.204763976,0.65369012,0.678709638,0.55952,0.411990825,0.588009175,0.44048,0.516680819,0.55952,0.514510297,0.167644139,0.63512472,0.537572646,0.380798785,0.55952,0.562,0.083,0.0780005,0.0780005,1.21E+07,1.07E+07,5331484,98.48,92.13466667,?,0.464894025
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 10 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14002,10998,0,56.008,43.992,0,0.150550514,0.360990757,0.429267566,93.75262207,97.83335105,34216.38372,43894.62814,-9678.24442,1.368655349,1.755785126,-0.387129777,3489.889929,0.139595597,254987.537,0.815990991,10869,0.636472603,7434,0.363527397,4246,0.184009009,2451,0.593837076,0.815990991,0.687411062,0.202246579,0.653526861,0.676903622,0.56008,0.413892068,0.586107932,0.43992,0.520058082,0.56008,0.514472201,0.168088061,0.635211422,0.536866819,0.382523934,0.56008,0.551,0.109,0.0936006,0.1092007,1.23E+07,1.07E+07,5331484,98.508,92.73333333,?,0.467823733
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 25 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14043,10957,0,56.172,43.828,0,0.144093179,0.361805697,0.426493486,93.96505853,97.20274981,34214.72418,33730.04045,484.6837296,1.368588967,1.349201618,0.019387349,3359.693215,0.134387729,245468.8085,0.836036036,11136,0.666866438,7789,0.333133562,3891,0.163963964,2184,0.588428005,0.836036036,0.690711738,0.196790788,0.66127771,0.688511401,0.56172,0.423179797,0.576820203,0.43828,0.524467112,0.56172,0.509280935,0.164418362,0.64406691,0.547129354,0.372103575,0.56172,1.277,0.303,0.2496016,0.2964019,3.25E+07,1.07E+07,5331484,99.16,94.98266667,?,0.44766686
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,2,weka.classifiers.trees.RandomForest,'-I 25 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14190,10810,0,56.76,43.24,0,0.15868451,0.360799916,0.425213445,93.70305893,96.90938601,34216.38372,32533.59712,1682.786602,1.368655349,1.301343885,0.067311464,3470.503695,0.138820148,253571.0889,0.83475976,11119,0.643921233,7521,0.356078767,4159,0.16524024,2201,0.596512876,0.83475976,0.695807259,0.218619088,0.67129267,0.697215591,0.5676,0.413758016,0.586241984,0.4324,0.529729225,0.5676,0.516839404,0.179099098,0.651001897,0.553654777,0.377484937,0.5676,1.23,0.241,0.2028013,0.2340015,3.07E+07,1.07E+07,5331484,99.136,95.01066667,?,0.445426726
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,3,weka.classifiers.trees.RandomForest,'-I 25 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14323,10677,0,57.292,42.708,0,0.165226324,0.360606311,0.424409274,93.65277787,96.72610941,34216.38372,34549.83944,-333.4557235,1.368655349,1.381993578,-0.013338229,3477.329913,0.139093197,254069.844,0.848948949,11308,0.655136986,7652,0.344863014,4028,0.151051051,2012,0.596413502,0.848948949,0.700619579,0.225900128,0.673126205,0.696512533,0.57292,0.414178862,0.585821138,0.42708,0.542973609,0.57292,0.51995537,0.189054549,0.654528763,0.557424147,0.380860785,0.57292,1.254,0.238,0.2028013,0.2340015,2.93E+07,1.07E+07,5331484,99.252,95.384,?,0.446446787
'complete_cleared_all_diag_compress_train-weka.filters.unsupervised.attribute.Remove-R20-36,38-42-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6',1,1,weka.classifiers.trees.RandomForest,'-I 50 -K 0 -S 1 -depth 7 -num-slots 6',1.11684E+18,2.01E+07,50000,25000,14179,10821,0,56.716,43.284,0,0.152254688,0.361502335,0.424789847,93.88627208,96.81447117,34214.72418,32377.4514,1837.272781,1.368588967,1.295098056,0.073490911,3357.753284,0.134310131,245327.0716,0.846096096,11270,0.668150685,7804,0.331849315,3876,0.153903904,2050,0.590856664,0.846096096,0.695807866,0.208765444,0.669033007,0.696081851,0.56716,0.421015423,0.578984577,0.43284,0.52961901,0.56716,0.512687858,0.173931799,0.652252621,0.555026435,0.372102694,0.56716,2.74,0.553,0.4368028,0.5616036,6.38E+07,1.07E+07,5331484,99.472,95.96133333,?,0.43554
