@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
226,573,2070,2094,18316,0.102597,0.216799,0.214848,0.216799,0.785152,0.215819,0.11569,1.873967,0.6
227,569,2074,2053,18357,0.100588,0.215286,0.21701,0.215286,0.78299,0.216144,0.113738,1.892822,0.603448
228,566,2077,2032,18378,0.099559,0.214151,0.21786,0.214151,0.78214,0.215989,0.112697,1.900236,0.604839
229,557,2086,2000,18410,0.097991,0.210745,0.217833,0.210745,0.782167,0.214231,0.110918,1.900005,0.606061
230,557,2086,1984,18426,0.097207,0.210745,0.219205,0.210745,0.780795,0.214892,0.110224,1.911969,0.608108
231,554,2089,1953,18457,0.095688,0.20961,0.220981,0.20961,0.779019,0.215146,0.108749,1.927462,0.609756
232,551,2092,1944,18466,0.095247,0.208475,0.220842,0.208475,0.779158,0.21448,0.108229,1.926244,0.611111
233,547,2096,1931,18479,0.09461,0.206962,0.220743,0.206962,0.779257,0.21363,0.107491,1.925379,0.612245
234,544,2099,1925,18485,0.094317,0.205827,0.220332,0.205827,0.779668,0.212833,0.107101,1.9218,0.614035
235,541,2102,1917,18493,0.093925,0.204692,0.220098,0.204692,0.779902,0.212115,0.106624,1.919754,0.615385
236,540,2103,1910,18500,0.093582,0.204313,0.220408,0.204313,0.779592,0.212056,0.106277,1.922463,0.616438
237,538,2105,1895,18515,0.092847,0.203557,0.221126,0.203557,0.778874,0.211978,0.105539,1.928726,0.617284
238,534,2109,1878,18532,0.092014,0.202043,0.221393,0.202043,0.778607,0.211276,0.104628,1.931053,0.619048
239,534,2109,1877,18533,0.091965,0.202043,0.221485,0.202043,0.778515,0.211318,0.104585,1.931854,0.625
240,512,2131,1699,18711,0.083244,0.193719,0.231569,0.193719,0.768431,0.21096,0.095909,2.019815,0.634921
241,512,2131,1689,18721,0.082754,0.193719,0.232622,0.193719,0.767378,0.211396,0.095476,2.028991,0.638298
242,510,2133,1684,18726,0.082509,0.192963,0.232452,0.192963,0.767548,0.210875,0.095172,2.027514,0.640466
243,509,2134,1684,18726,0.082509,0.192584,0.232102,0.192584,0.767898,0.210505,0.095129,2.024461,0.641026
244,509,2134,1678,18732,0.082215,0.192584,0.232739,0.192584,0.767261,0.210766,0.094868,2.030015,0.645161
245,504,2139,1671,18739,0.081872,0.190692,0.231724,0.190692,0.768276,0.209215,0.094348,2.021164,0.648148
246,503,2140,1667,18743,0.081676,0.190314,0.231797,0.190314,0.768203,0.209017,0.094131,2.021802,0.652174
247,499,2144,1629,18781,0.079814,0.188801,0.234492,0.188801,0.765508,0.20918,0.092309,2.04531,0.653409
248,482,2161,1590,18820,0.077903,0.182369,0.232625,0.182369,0.767375,0.204454,0.08988,2.029026,0.654762
249,481,2162,1582,18828,0.077511,0.18199,0.233156,0.18199,0.766844,0.20442,0.089489,2.03365,0.657895
250,475,2168,1563,18847,0.07658,0.17972,0.233072,0.17972,0.766928,0.202948,0.088405,2.032917,0.660377
251,474,2169,1548,18862,0.075845,0.179342,0.234421,0.179342,0.765579,0.203215,0.087711,2.04469,0.661765
252,473,2170,1537,18873,0.075306,0.178963,0.235323,0.178963,0.764677,0.20331,0.08719,2.052558,0.666667
253,460,2183,1475,18935,0.072268,0.174045,0.237726,0.174045,0.762274,0.200961,0.083937,2.073515,0.669935
254,460,2183,1474,18936,0.07222,0.174045,0.237849,0.174045,0.762151,0.201005,0.083894,2.074587,0.670103
255,458,2185,1467,18943,0.071877,0.173288,0.237922,0.173288,0.762078,0.200525,0.083503,2.075224,0.675676
256,451,2192,1433,18977,0.070211,0.170639,0.239384,0.170639,0.760616,0.199249,0.081725,2.087978,0.681818
257,445,2198,1399,19011,0.068545,0.168369,0.241323,0.168369,0.758677,0.198351,0.07999,2.10489,0.689655
258,441,2202,1375,19035,0.067369,0.166856,0.242841,0.166856,0.757159,0.197802,0.078775,2.118132,0.692308
259,440,2203,1367,19043,0.066977,0.166477,0.243498,0.166477,0.756502,0.197753,0.078385,2.123855,0.692771
260,427,2216,1353,19057,0.066291,0.161559,0.239888,0.161559,0.760112,0.193082,0.077213,2.092368,0.694444
261,427,2216,1345,19065,0.065899,0.161559,0.240971,0.161559,0.759029,0.193431,0.076866,2.101815,0.697674
262,426,2217,1339,19071,0.065605,0.16118,0.24136,0.16118,0.75864,0.193285,0.076563,2.105209,0.7
263,423,2220,1324,19086,0.06487,0.160045,0.242129,0.160045,0.757871,0.192711,0.075782,2.111921,0.703125
264,423,2220,1319,19091,0.064625,0.160045,0.242824,0.160045,0.757176,0.19293,0.075565,2.117983,0.705128
265,418,2225,1312,19098,0.064282,0.158154,0.241618,0.158154,0.758382,0.191173,0.075044,2.107465,0.711207
266,410,2233,1284,19126,0.06291,0.155127,0.242031,0.155127,0.757969,0.189071,0.073483,2.111061,0.714286
267,368,2275,1071,19339,0.052474,0.139236,0.255733,0.139236,0.744267,0.180304,0.062421,2.230577,0.718232
268,367,2276,1069,19341,0.052376,0.138857,0.255571,0.138857,0.744429,0.179946,0.062291,2.229163,0.72
269,364,2279,1057,19353,0.051788,0.137722,0.256158,0.137722,0.743842,0.179134,0.061641,2.23428,0.724638
270,362,2281,1048,19362,0.051347,0.136966,0.256738,0.136966,0.743262,0.178633,0.061163,2.239338,0.725806
271,360,2283,1045,19365,0.0512,0.136209,0.256228,0.136209,0.743772,0.177866,0.060947,2.234892,0.727273
272,360,2283,1041,19369,0.051004,0.136209,0.256959,0.136209,0.743041,0.178042,0.060773,2.241272,0.729167
273,360,2283,1030,19380,0.050465,0.136209,0.258993,0.136209,0.741007,0.178527,0.060296,2.259009,0.733333
274,357,2286,1015,19395,0.049731,0.135074,0.260204,0.135074,0.739796,0.177833,0.059515,2.269574,0.735294
275,356,2287,1015,19395,0.049731,0.134695,0.259664,0.134695,0.740336,0.177379,0.059472,2.264868,0.7369
276,326,2317,953,19457,0.046693,0.123345,0.254887,0.123345,0.745113,0.166242,0.055481,2.223194,0.740741
277,323,2320,932,19478,0.045664,0.12221,0.257371,0.12221,0.742629,0.165726,0.05444,2.244859,0.743243
278,322,2321,929,19481,0.045517,0.121831,0.257394,0.121831,0.742606,0.165383,0.054266,2.245065,0.75
279,313,2330,905,19505,0.044341,0.118426,0.256979,0.118426,0.743021,0.162134,0.052835,2.241441,0.754717
280,310,2333,901,19509,0.044145,0.117291,0.255987,0.117291,0.744013,0.160872,0.052531,2.23279,0.757576
281,309,2334,898,19512,0.043998,0.116913,0.256007,0.116913,0.743993,0.160519,0.052358,2.232963,0.758929
282,307,2336,885,19525,0.043361,0.116156,0.25755,0.116156,0.74245,0.160104,0.051707,2.246428,0.76087
283,304,2339,873,19537,0.042773,0.115021,0.258284,0.115021,0.741716,0.159162,0.051056,2.252825,0.762712
284,302,2341,867,19543,0.042479,0.114264,0.25834,0.114264,0.74166,0.158447,0.050709,2.253319,0.769231
285,283,2360,798,19612,0.039098,0.107075,0.261795,0.107075,0.738205,0.151987,0.046892,2.283447,0.775862
286,283,2360,793,19617,0.038854,0.107075,0.263011,0.107075,0.736989,0.152191,0.046675,2.294058,0.777778
287,280,2363,786,19624,0.038511,0.10594,0.262664,0.10594,0.737336,0.150984,0.046241,2.291032,0.78125
288,272,2371,774,19636,0.037923,0.102913,0.260038,0.102913,0.739962,0.147465,0.045374,2.268128,0.784314
289,268,2375,769,19641,0.037678,0.1014,0.258438,0.1014,0.741562,0.145652,0.044983,2.254168,0.789474
290,262,2381,738,19672,0.036159,0.09913,0.262,0.09913,0.738,0.143837,0.043378,2.285239,0.792683
291,259,2384,735,19675,0.036012,0.097995,0.260563,0.097995,0.739437,0.142425,0.043118,2.272708,0.795455
292,255,2388,732,19678,0.035865,0.096481,0.258359,0.096481,0.741641,0.140496,0.042814,2.253478,0.797101
293,254,2389,727,19683,0.03562,0.096103,0.258919,0.096103,0.741081,0.140177,0.042554,2.258369,0.8
294,244,2399,685,19725,0.033562,0.092319,0.262648,0.092319,0.737352,0.136618,0.040298,2.290891,0.803324
295,223,2420,665,19745,0.032582,0.084374,0.251126,0.084374,0.748874,0.12631,0.03852,2.190394,0.806452
296,219,2424,659,19751,0.032288,0.08286,0.249431,0.08286,0.750569,0.124396,0.038086,2.175604,0.810811
297,218,2425,654,19756,0.032043,0.082482,0.25,0.082482,0.75,0.12404,0.037826,2.180571,0.816327
298,214,2429,646,19764,0.031651,0.080969,0.248837,0.080969,0.751163,0.122181,0.037305,2.170429,0.818182
299,212,2431,641,19769,0.031406,0.080212,0.248535,0.080212,0.751465,0.121281,0.037002,2.16779,0.833333
300,161,2482,410,20000,0.020088,0.060916,0.281961,0.060916,0.718039,0.100187,0.024769,2.459348,0.846154
301,159,2484,404,20006,0.019794,0.060159,0.282416,0.060159,0.717584,0.099189,0.024422,2.46331,0.851064
302,157,2486,394,20016,0.019304,0.059402,0.284936,0.059402,0.715064,0.098309,0.023901,2.485297,0.857143
303,145,2498,379,20031,0.018569,0.054862,0.276718,0.054862,0.723282,0.091569,0.02273,2.413609,0.860656
304,142,2501,369,20041,0.018079,0.053727,0.277886,0.053727,0.722114,0.090044,0.022166,2.423805,0.862069
305,131,2512,362,20048,0.017736,0.049565,0.26572,0.049565,0.73428,0.083546,0.021386,2.317686,0.865385
306,131,2512,361,20049,0.017687,0.049565,0.26626,0.049565,0.73374,0.083573,0.021342,2.322397,0.865922
307,125,2518,354,20056,0.017344,0.047295,0.26096,0.047295,0.73904,0.080077,0.020778,2.27617,0.869565
308,118,2525,329,20081,0.01612,0.044646,0.263982,0.044646,0.736018,0.076375,0.01939,2.302527,0.873016
309,111,2532,326,20084,0.015973,0.041998,0.254005,0.041998,0.745995,0.072078,0.018956,2.2155,0.875
310,111,2532,322,20088,0.015777,0.041998,0.256351,0.041998,0.743649,0.072172,0.018783,2.235967,0.877193
311,105,2538,319,20091,0.01563,0.039728,0.247642,0.039728,0.752358,0.068471,0.018392,2.16,0.882353
312,93,2550,298,20112,0.014601,0.035187,0.237852,0.035187,0.762148,0.061305,0.016961,2.07461,0.892857
313,92,2551,296,20114,0.014503,0.034809,0.237113,0.034809,0.762887,0.060706,0.016831,2.068171,0.897436
314,91,2552,288,20122,0.014111,0.034431,0.240106,0.034431,0.759894,0.060225,0.01644,2.094269,0.909091
315,68,2575,191,20219,0.009358,0.025728,0.262548,0.025728,0.737452,0.046864,0.011235,2.290021,0.925926
316,62,2581,185,20225,0.009064,0.023458,0.251012,0.023458,0.748988,0.042907,0.010714,2.1894,0.9375
317,54,2589,155,20255,0.007594,0.020431,0.258373,0.020431,0.741627,0.037868,0.009066,2.253605,0.945946
318,53,2590,154,20256,0.007545,0.020053,0.256039,0.020053,0.743961,0.037193,0.008979,2.233242,0.952381
319,50,2593,149,20261,0.0073,0.018918,0.251256,0.018918,0.748744,0.035186,0.008632,2.191529,0.961538
320,48,2595,147,20263,0.007202,0.018161,0.246154,0.018161,0.753846,0.033827,0.008459,2.147024,0.967742
321,46,2597,144,20266,0.007055,0.017404,0.242105,0.017404,0.757895,0.032474,0.008242,2.111711,0.97561
322,46,2597,138,20272,0.006761,0.017404,0.25,0.017404,0.75,0.032543,0.007982,2.180571,1
323,0,2643,0,20410,0,0,0,0,0,0,0,?,1.00001
