@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2084,2069,574,12365,8045,0.60583,0.782823,0.143342,0.782823,0.856658,0.242314,0.626122,1.250271,0.175648
2085,2069,574,12362,8048,0.605683,0.782823,0.143372,0.782823,0.856628,0.242357,0.625992,1.250531,0.175657
2086,2069,574,12360,8050,0.605585,0.782823,0.143392,0.782823,0.856608,0.242385,0.625906,1.250704,0.175662
2087,2069,574,12359,8051,0.605537,0.782823,0.143402,0.782823,0.856598,0.242399,0.625862,1.250791,0.175792
2088,2069,574,12358,8052,0.605488,0.782823,0.143412,0.782823,0.856588,0.242414,0.625819,1.250877,0.175841
2089,2069,574,12357,8053,0.605439,0.782823,0.143422,0.782823,0.856578,0.242428,0.625775,1.250964,0.175949
2090,2068,575,12354,8056,0.605292,0.782444,0.143392,0.782444,0.856608,0.242367,0.625602,1.250706,0.17596
2091,2067,576,12349,8061,0.605047,0.782066,0.143382,0.782066,0.856618,0.242335,0.625342,1.250622,0.175964
2092,2067,576,12348,8062,0.604998,0.782066,0.143392,0.782066,0.856608,0.24235,0.625298,1.250709,0.176031
2093,2066,577,12343,8067,0.604753,0.781687,0.143383,0.781687,0.856617,0.242318,0.625038,1.250624,0.176096
2094,2066,577,12342,8068,0.604704,0.781687,0.143393,0.781687,0.856607,0.242332,0.624995,1.250711,0.176117
2095,2065,578,12342,8068,0.604704,0.781309,0.143333,0.781309,0.856667,0.242229,0.624951,1.250192,0.176168
2096,2065,578,12341,8069,0.604655,0.781309,0.143343,0.781309,0.856657,0.242243,0.624908,1.250279,0.176212
2097,2065,578,12339,8071,0.604557,0.781309,0.143363,0.781309,0.856637,0.242271,0.624821,1.250453,0.176252
2098,2064,579,12333,8077,0.604263,0.780931,0.143363,0.780931,0.856637,0.242254,0.624517,1.250455,0.176268
2099,2064,579,12331,8079,0.604165,0.780931,0.143383,0.780931,0.856617,0.242282,0.624431,1.250628,0.176283
2100,2064,579,12330,8080,0.604116,0.780931,0.143393,0.780931,0.856607,0.242296,0.624387,1.250715,0.176427
2101,2064,579,12329,8081,0.604067,0.780931,0.143403,0.780931,0.856597,0.24231,0.624344,1.250802,0.176461
2102,2064,579,12328,8082,0.604018,0.780931,0.143413,0.780931,0.856587,0.242325,0.624301,1.250889,0.176493
2103,2064,579,12327,8083,0.603969,0.780931,0.143423,0.780931,0.856577,0.242339,0.624257,1.250976,0.176542
2104,2063,580,12308,8102,0.603038,0.780552,0.143553,0.780552,0.856447,0.242506,0.62339,1.25211,0.176562
2105,2063,580,12301,8109,0.602695,0.780552,0.143623,0.780552,0.856377,0.242606,0.623086,1.25272,0.176571
2106,2062,581,12299,8111,0.602597,0.780174,0.143583,0.780174,0.856417,0.242531,0.622956,1.252375,0.176578
2107,2060,583,12275,8135,0.601421,0.779417,0.143704,0.779417,0.856296,0.242667,0.621828,1.253429,0.17658
2108,2060,583,12267,8143,0.601029,0.779417,0.143784,0.779417,0.856216,0.242781,0.621481,1.254129,0.176603
2109,2060,583,12264,8146,0.600882,0.779417,0.143815,0.779417,0.856185,0.242824,0.621351,1.254392,0.176666
2110,2060,583,12263,8147,0.600833,0.779417,0.143825,0.779417,0.856175,0.242839,0.621307,1.254479,0.176683
2111,2060,583,12262,8148,0.600784,0.779417,0.143835,0.779417,0.856165,0.242853,0.621264,1.254567,0.176823
2112,2058,585,12262,8148,0.600784,0.778661,0.143715,0.778661,0.856285,0.242646,0.621177,1.253524,0.176849
2113,2058,585,12261,8149,0.600735,0.778661,0.143725,0.778661,0.856275,0.24266,0.621134,1.253612,0.176945
2114,2058,585,12260,8150,0.600686,0.778661,0.143735,0.778661,0.856265,0.242674,0.621091,1.253699,0.177072
2115,2058,585,12257,8153,0.600539,0.778661,0.143765,0.778661,0.856235,0.242717,0.62096,1.253962,0.177093
2116,2057,586,12234,8176,0.599412,0.778282,0.143937,0.778282,0.856063,0.242943,0.619919,1.255457,0.177103
2117,2057,586,12233,8177,0.599363,0.778282,0.143947,0.778282,0.856053,0.242958,0.619876,1.255545,0.17713
2118,2057,586,12224,8186,0.598922,0.778282,0.144038,0.778282,0.855962,0.243087,0.619486,1.256336,0.177132
2119,2057,586,12223,8187,0.598873,0.778282,0.144048,0.778282,0.855952,0.243101,0.619442,1.256424,0.177179
2120,2057,586,12222,8188,0.598824,0.778282,0.144058,0.778282,0.855942,0.243115,0.619399,1.256512,0.177338
2121,2057,586,12221,8189,0.598775,0.778282,0.144068,0.778282,0.855932,0.24313,0.619355,1.2566,0.177409
2122,2053,590,12210,8200,0.598236,0.776769,0.143939,0.776769,0.856061,0.242872,0.618705,1.255476,0.177446
2123,2053,590,12208,8202,0.598138,0.776769,0.143959,0.776769,0.856041,0.242901,0.618618,1.255652,0.177492
2124,2053,590,12192,8218,0.597354,0.776769,0.144121,0.776769,0.855879,0.243131,0.617924,1.257062,0.17753
2125,2053,590,12190,8220,0.597256,0.776769,0.144141,0.776769,0.855859,0.24316,0.617837,1.257239,0.177537
2126,2053,590,12186,8224,0.59706,0.776769,0.144181,0.776769,0.855819,0.243218,0.617664,1.257592,0.177538
2127,2053,590,12185,8225,0.597011,0.776769,0.144192,0.776769,0.855808,0.243232,0.61762,1.25768,0.177675
2128,2053,590,12184,8226,0.596962,0.776769,0.144202,0.776769,0.855798,0.243246,0.617577,1.257769,0.177729
2129,2052,591,12183,8227,0.596913,0.77639,0.144152,0.77639,0.855848,0.243157,0.61749,1.257333,0.177851
2130,2052,591,12181,8229,0.596815,0.77639,0.144172,0.77639,0.855828,0.243186,0.617403,1.257509,0.177944
2131,2052,591,12180,8230,0.596766,0.77639,0.144182,0.77639,0.855818,0.2432,0.61736,1.257598,0.177972
2132,2052,591,12179,8231,0.596717,0.77639,0.144192,0.77639,0.855808,0.243214,0.617317,1.257686,0.178024
2133,2048,595,12150,8260,0.595296,0.774877,0.144246,0.774877,0.855754,0.243216,0.615885,1.258152,0.178163
2134,2048,595,12149,8261,0.595247,0.774877,0.144256,0.774877,0.855744,0.24323,0.615842,1.25824,0.17817
2135,2047,596,12149,8261,0.595247,0.774499,0.144196,0.774499,0.855804,0.243126,0.615798,1.257715,0.178282
2136,2046,597,12149,8261,0.595247,0.77412,0.144135,0.77412,0.855865,0.243022,0.615755,1.257189,0.17843
2137,2045,598,12149,8261,0.595247,0.773742,0.144075,0.773742,0.855925,0.242917,0.615712,1.256663,0.178592
2138,2045,598,12148,8262,0.595198,0.773742,0.144085,0.773742,0.855915,0.242932,0.615668,1.256751,0.178697
2139,2042,601,12141,8269,0.594855,0.772607,0.143975,0.772607,0.856025,0.24272,0.615234,1.255793,0.178789
2140,2041,602,12103,8307,0.592994,0.772229,0.144301,0.772229,0.855699,0.243164,0.613543,1.258639,0.178846
2141,2041,602,12102,8308,0.592945,0.772229,0.144312,0.772229,0.855688,0.243179,0.613499,1.258728,0.178945
2142,2038,605,12043,8367,0.590054,0.771093,0.144734,0.771093,0.855266,0.243722,0.61081,1.262412,0.178966
2143,2038,605,12042,8368,0.590005,0.771093,0.144744,0.771093,0.855256,0.243736,0.610766,1.262501,0.178992
2144,2038,605,12041,8369,0.589956,0.771093,0.144755,0.771093,0.855245,0.243751,0.610723,1.262591,0.179129
2145,2038,605,12033,8377,0.589564,0.771093,0.144837,0.771093,0.855163,0.243867,0.610376,1.263309,0.179173
2146,2037,606,12033,8377,0.589564,0.770715,0.144776,0.770715,0.855224,0.243762,0.610333,1.262779,0.179223
2147,2036,607,12031,8379,0.589466,0.770337,0.144736,0.770337,0.855264,0.243686,0.610203,1.262428,0.179584
2148,2036,607,12030,8380,0.589417,0.770337,0.144746,0.770337,0.855254,0.243701,0.610159,1.262518,0.179605
2149,2036,607,12029,8381,0.589368,0.770337,0.144756,0.770337,0.855244,0.243716,0.610116,1.262607,0.179618
2150,2036,607,12027,8383,0.58927,0.770337,0.144777,0.770337,0.855223,0.243745,0.610029,1.262787,0.179791
2151,2019,624,11785,8625,0.577413,0.763905,0.146262,0.763905,0.853738,0.245516,0.598794,1.275738,0.179804
2152,2019,624,11778,8632,0.57707,0.763905,0.146336,0.763905,0.853664,0.24562,0.59849,1.276386,0.179935
2153,2019,624,11776,8634,0.576972,0.763905,0.146357,0.763905,0.853643,0.24565,0.598404,1.276571,0.179948
2154,2019,624,11774,8636,0.576874,0.763905,0.146379,0.763905,0.853621,0.24568,0.598317,1.276756,0.17996
2155,2018,625,11773,8637,0.576825,0.763526,0.146327,0.763526,0.853673,0.245588,0.59823,1.276309,0.179971
2156,2018,625,11772,8638,0.576776,0.763526,0.146338,0.763526,0.853662,0.245603,0.598187,1.276401,0.180077
2157,2018,625,11770,8640,0.576678,0.763526,0.146359,0.763526,0.853641,0.245633,0.5981,1.276586,0.180095
2158,2018,625,11769,8641,0.576629,0.763526,0.14637,0.763526,0.85363,0.245648,0.598057,1.276679,0.180233
2159,2017,626,11764,8646,0.576384,0.763148,0.146361,0.763148,0.853639,0.245616,0.597796,1.276602,0.180347
2160,2017,626,11762,8648,0.576286,0.763148,0.146382,0.763148,0.853618,0.245646,0.59771,1.276787,0.180376
2161,2017,626,11759,8651,0.576139,0.763148,0.146414,0.763148,0.853586,0.245691,0.597579,1.277065,0.180419
2162,2017,626,11758,8652,0.57609,0.763148,0.146425,0.763148,0.853575,0.245706,0.597536,1.277158,0.180437
2163,2017,626,11757,8653,0.576041,0.763148,0.146435,0.763148,0.853565,0.245721,0.597493,1.277251,0.180457
2164,2017,626,11756,8654,0.575992,0.763148,0.146446,0.763148,0.853554,0.245736,0.597449,1.277343,0.180489
2165,2017,626,11755,8655,0.575943,0.763148,0.146457,0.763148,0.853543,0.245751,0.597406,1.277436,0.180566
2166,2017,626,11754,8656,0.575894,0.763148,0.146467,0.763148,0.853533,0.245766,0.597363,1.277529,0.180682
2167,2016,627,11753,8657,0.575845,0.76277,0.146416,0.76277,0.853584,0.245674,0.597276,1.277081,0.180716
2168,2011,632,11737,8673,0.575061,0.760878,0.146276,0.760878,0.853724,0.245379,0.596365,1.275859,0.180895
2169,2011,632,11736,8674,0.575012,0.760878,0.146286,0.760878,0.853714,0.245394,0.596322,1.275952,0.180935
2170,2011,632,11727,8683,0.574571,0.760878,0.146382,0.760878,0.853618,0.245528,0.595931,1.276788,0.181028
2171,2011,632,11723,8687,0.574375,0.760878,0.146425,0.760878,0.853575,0.245588,0.595758,1.27716,0.181042
2172,2011,632,11721,8689,0.574277,0.760878,0.146446,0.760878,0.853554,0.245618,0.595671,1.277346,0.181083
2173,2011,632,11720,8690,0.574228,0.760878,0.146457,0.760878,0.853543,0.245633,0.595627,1.277439,0.181249
2174,2011,632,11719,8691,0.574179,0.760878,0.146468,0.760878,0.853532,0.245648,0.595584,1.277532,0.181284
2175,2011,632,11718,8692,0.57413,0.760878,0.146478,0.760878,0.853522,0.245663,0.595541,1.277625,0.181313
2176,2011,632,11717,8693,0.574081,0.760878,0.146489,0.760878,0.853511,0.245678,0.595497,1.277718,0.181351
2177,2011,632,11716,8694,0.574032,0.760878,0.1465,0.760878,0.8535,0.245693,0.595454,1.277811,0.181417
2178,2011,632,11713,8697,0.573885,0.760878,0.146532,0.760878,0.853468,0.245738,0.595324,1.278091,0.181452
2179,2011,632,11711,8699,0.573787,0.760878,0.146553,0.760878,0.853447,0.245768,0.595237,1.278277,0.181464
2180,2011,632,11706,8704,0.573542,0.760878,0.146606,0.760878,0.853394,0.245844,0.59502,1.278743,0.181565
2181,2011,632,11705,8705,0.573493,0.760878,0.146617,0.760878,0.853383,0.245859,0.594977,1.278836,0.18159
2182,2010,633,11704,8706,0.573444,0.760499,0.146566,0.760499,0.853434,0.245766,0.59489,1.278387,0.181598
2183,2010,633,11702,8708,0.573346,0.760499,0.146587,0.760499,0.853413,0.245796,0.594803,1.278573,0.181614
2184,2010,633,11699,8711,0.573199,0.760499,0.146619,0.760499,0.853381,0.245841,0.594673,1.278853,0.181792
2185,2010,633,11698,8712,0.57315,0.760499,0.14663,0.760499,0.85337,0.245857,0.59463,1.278946,0.181803
2186,2010,633,11697,8713,0.573101,0.760499,0.14664,0.760499,0.85336,0.245872,0.594586,1.279039,0.181815
2187,2009,634,11697,8713,0.573101,0.760121,0.146578,0.760121,0.853422,0.245764,0.594543,1.278496,0.181891
2188,2008,635,11697,8713,0.573101,0.759743,0.146516,0.759743,0.853484,0.245657,0.5945,1.277953,0.181949
2189,2008,635,11696,8714,0.573052,0.759743,0.146527,0.759743,0.853473,0.245672,0.594456,1.278046,0.182047
2190,2008,635,11695,8715,0.573003,0.759743,0.146537,0.759743,0.853463,0.245687,0.594413,1.27814,0.182065
2191,2008,635,11694,8716,0.572954,0.759743,0.146548,0.759743,0.853452,0.245702,0.594369,1.278233,0.182075
2192,2008,635,11693,8717,0.572905,0.759743,0.146559,0.759743,0.853441,0.245717,0.594326,1.278326,0.182138
2193,2008,635,11692,8718,0.572856,0.759743,0.146569,0.759743,0.853431,0.245732,0.594283,1.27842,0.182158
2194,2008,635,11689,8721,0.572709,0.759743,0.146601,0.759743,0.853399,0.245777,0.594153,1.2787,0.182165
2195,2008,635,11688,8722,0.57266,0.759743,0.146612,0.759743,0.853388,0.245792,0.594109,1.278793,0.18219
2196,2008,635,11686,8724,0.572562,0.759743,0.146634,0.759743,0.853366,0.245822,0.594022,1.27898,0.182203
2197,2008,635,11685,8725,0.572513,0.759743,0.146644,0.759743,0.853356,0.245837,0.593979,1.279073,0.182297
2198,2008,635,11684,8726,0.572464,0.759743,0.146655,0.759743,0.853345,0.245852,0.593936,1.279167,0.182297
2199,2008,635,11682,8728,0.572366,0.759743,0.146676,0.759743,0.853324,0.245883,0.593849,1.279353,0.182313
2200,2007,636,11682,8728,0.572366,0.759364,0.146614,0.759364,0.853386,0.245775,0.593806,1.27881,0.182364
2201,2007,636,11681,8729,0.572317,0.759364,0.146625,0.759364,0.853375,0.24579,0.593762,1.278903,0.182471
2202,2007,636,11679,8731,0.57222,0.759364,0.146646,0.759364,0.853354,0.24582,0.593675,1.27909,0.182511
2203,2002,641,11657,8753,0.571142,0.757473,0.14657,0.757473,0.85343,0.245614,0.592504,1.278426,0.182617
2204,2002,641,11648,8762,0.570701,0.757473,0.146667,0.757473,0.853333,0.24575,0.592114,1.279269,0.182689
2205,2002,641,11647,8763,0.570652,0.757473,0.146677,0.757473,0.853323,0.245765,0.59207,1.279362,0.182704
2206,2002,641,11646,8764,0.570603,0.757473,0.146688,0.757473,0.853312,0.24578,0.592027,1.279456,0.182873
2207,2002,641,11645,8765,0.570554,0.757473,0.146699,0.757473,0.853301,0.245795,0.591984,1.27955,0.182893
2208,2002,641,11644,8766,0.570505,0.757473,0.14671,0.757473,0.85329,0.24581,0.59194,1.279643,0.18294
2209,2002,641,11643,8767,0.570456,0.757473,0.14672,0.757473,0.85328,0.245825,0.591897,1.279737,0.183104
2210,2002,641,11642,8768,0.570407,0.757473,0.146731,0.757473,0.853269,0.24584,0.591854,1.279831,0.183172
2211,2002,641,11638,8772,0.570211,0.757473,0.146774,0.757473,0.853226,0.245901,0.59168,1.280206,0.183294
2212,2002,641,11637,8773,0.570162,0.757473,0.146785,0.757473,0.853215,0.245916,0.591637,1.2803,0.183329
2213,2002,641,11634,8776,0.570015,0.757473,0.146817,0.757473,0.853183,0.245961,0.591507,1.280582,0.183406
2214,2001,642,11634,8776,0.570015,0.757094,0.146755,0.757094,0.853245,0.245853,0.591463,1.280036,0.183417
2215,2001,642,11633,8777,0.569966,0.757094,0.146765,0.757094,0.853235,0.245868,0.59142,1.28013,0.183439
2216,2001,642,11632,8778,0.569917,0.757094,0.146776,0.757094,0.853224,0.245884,0.591376,1.280224,0.183444
2217,2001,642,11628,8782,0.569721,0.757094,0.146819,0.757094,0.853181,0.245944,0.591203,1.2806,0.183647
2218,2000,643,11626,8784,0.569623,0.756716,0.146778,0.756716,0.853222,0.245866,0.591073,1.280241,0.183733
2219,2000,643,11625,8785,0.569574,0.756716,0.146789,0.756716,0.853211,0.245881,0.591029,1.280335,0.183744
2220,2000,643,11624,8786,0.569525,0.756716,0.1468,0.756716,0.8532,0.245897,0.590986,1.280429,0.183745
2221,2000,643,11622,8788,0.569427,0.756716,0.146821,0.756716,0.853179,0.245927,0.590899,1.280617,0.183775
2222,1999,644,11622,8788,0.569427,0.756337,0.146759,0.756337,0.853241,0.245819,0.590856,1.280071,0.183806
2223,1999,644,11621,8789,0.569378,0.756337,0.146769,0.756337,0.853231,0.245834,0.590812,1.280165,0.183812
2224,1999,644,11620,8790,0.569329,0.756337,0.14678,0.756337,0.85322,0.245849,0.590769,1.280259,0.183822
2225,1999,644,11618,8792,0.569231,0.756337,0.146802,0.756337,0.853198,0.245879,0.590682,1.280447,0.183824
2226,1999,644,11617,8793,0.569182,0.756337,0.146813,0.756337,0.853187,0.245895,0.590639,1.280541,0.183841
2227,1999,644,11616,8794,0.569133,0.756337,0.146823,0.756337,0.853177,0.24591,0.590596,1.280635,0.183865
2228,1999,644,11615,8795,0.569084,0.756337,0.146834,0.756337,0.853166,0.245925,0.590552,1.280729,0.183896
2229,1999,644,11612,8798,0.568937,0.756337,0.146867,0.756337,0.853133,0.24597,0.590422,1.281012,0.184013
2230,1996,647,11610,8800,0.568839,0.755202,0.1467,0.755202,0.8533,0.245677,0.590205,1.279559,0.184108
2231,1996,647,11607,8803,0.568692,0.755202,0.146732,0.755202,0.853268,0.245722,0.590075,1.279841,0.1842
2232,1996,647,11603,8807,0.568496,0.755202,0.146775,0.755202,0.853225,0.245783,0.589902,1.280218,0.184404
2233,1996,647,11602,8808,0.568447,0.755202,0.146786,0.755202,0.853214,0.245798,0.589858,1.280312,0.184423
2234,1995,648,11602,8808,0.568447,0.754824,0.146724,0.754824,0.853276,0.24569,0.589815,1.279765,0.184482
2235,1995,648,11601,8809,0.568398,0.754824,0.146734,0.754824,0.853266,0.245705,0.589771,1.279859,0.184651
2236,1995,648,11600,8810,0.568349,0.754824,0.146745,0.754824,0.853255,0.24572,0.589728,1.279953,0.184745
2237,1995,648,11599,8811,0.5683,0.754824,0.146756,0.754824,0.853244,0.245735,0.589685,1.280047,0.184786
2238,1995,648,11598,8812,0.568251,0.754824,0.146767,0.754824,0.853233,0.24575,0.589641,1.280141,0.184794
2239,1995,648,11597,8813,0.568202,0.754824,0.146778,0.754824,0.853222,0.245765,0.589598,1.280235,0.184804
2240,1994,649,11597,8813,0.568202,0.754446,0.146715,0.754446,0.853285,0.245657,0.589555,1.279688,0.184883
2241,1994,649,11595,8815,0.568104,0.754446,0.146736,0.754446,0.853264,0.245688,0.589468,1.279876,0.18506
2242,1994,649,11594,8816,0.568055,0.754446,0.146747,0.754446,0.853253,0.245703,0.589424,1.27997,0.185125
2243,1994,649,11593,8817,0.568006,0.754446,0.146758,0.754446,0.853242,0.245718,0.589381,1.280065,0.185146
2244,1994,649,11592,8818,0.567957,0.754446,0.146769,0.754446,0.853231,0.245733,0.589338,1.280159,0.18515
2245,1994,649,11591,8819,0.567908,0.754446,0.14678,0.754446,0.85322,0.245748,0.589294,1.280253,0.18535
2246,1994,649,11590,8820,0.567859,0.754446,0.14679,0.754446,0.85321,0.245763,0.589251,1.280347,0.185417
2247,1994,649,11588,8822,0.567761,0.754446,0.146812,0.754446,0.853188,0.245794,0.589164,1.280536,0.185442
2248,1994,649,11587,8823,0.567712,0.754446,0.146823,0.754446,0.853177,0.245809,0.589121,1.28063,0.185443
2249,1994,649,11585,8825,0.567614,0.754446,0.146844,0.754446,0.853156,0.245839,0.589034,1.280819,0.185472
2250,1994,649,11582,8828,0.567467,0.754446,0.146877,0.754446,0.853123,0.245884,0.588904,1.281102,0.18563
2251,1994,649,11581,8829,0.567418,0.754446,0.146888,0.754446,0.853112,0.2459,0.58886,1.281196,0.185639
2252,1994,649,11580,8830,0.567369,0.754446,0.146898,0.754446,0.853102,0.245915,0.588817,1.28129,0.18565
2253,1994,649,11579,8831,0.56732,0.754446,0.146909,0.754446,0.853091,0.24593,0.588774,1.281385,0.185708
2254,1994,649,11576,8834,0.567173,0.754446,0.146942,0.754446,0.853058,0.245975,0.588644,1.281668,0.185796
2255,1994,649,11575,8835,0.567124,0.754446,0.146953,0.754446,0.853047,0.245991,0.5886,1.281763,0.185798
2256,1994,649,11569,8841,0.56683,0.754446,0.147018,0.754446,0.852982,0.246082,0.58834,1.28233,0.185805
2257,1994,649,11568,8842,0.566781,0.754446,0.147028,0.754446,0.852972,0.246097,0.588297,1.282424,0.185825
2258,1992,651,11551,8859,0.565948,0.753689,0.147087,0.753689,0.852913,0.246139,0.587472,1.282935,0.185846
2259,1992,651,11550,8860,0.565899,0.753689,0.147098,0.753689,0.852902,0.246154,0.587429,1.28303,0.185883
2260,1992,651,11549,8861,0.56585,0.753689,0.147109,0.753689,0.852891,0.246169,0.587386,1.283125,0.185906
2261,1992,651,11542,8868,0.565507,0.753689,0.147185,0.753689,0.852815,0.246276,0.587082,1.283788,0.18592
2262,1991,652,11542,8868,0.565507,0.753311,0.147122,0.753311,0.852878,0.246167,0.587039,1.283239,0.185929
2263,1990,653,11538,8872,0.565311,0.752932,0.147102,0.752932,0.852898,0.24612,0.586822,1.283068,0.185981
2264,1989,654,11536,8874,0.565213,0.752554,0.147061,0.752554,0.852939,0.246042,0.586692,1.282708,0.186017
2265,1989,654,11535,8875,0.565164,0.752554,0.147072,0.752554,0.852928,0.246057,0.586648,1.282803,0.18607
2266,1989,654,11534,8876,0.565115,0.752554,0.147083,0.752554,0.852917,0.246072,0.586605,1.282898,0.1862
2267,1978,665,11394,9016,0.558256,0.748392,0.147921,0.748392,0.852079,0.247018,0.580055,1.290209,0.186287
2268,1978,665,11393,9017,0.558207,0.748392,0.147932,0.748392,0.852068,0.247034,0.580011,1.290306,0.186362
2269,1978,665,11392,9018,0.558158,0.748392,0.147943,0.748392,0.852057,0.247049,0.579968,1.290402,0.18646
2270,1978,665,11391,9019,0.558109,0.748392,0.147954,0.748392,0.852046,0.247065,0.579925,1.290499,0.186513
2271,1978,665,11390,9020,0.55806,0.748392,0.147965,0.748392,0.852035,0.24708,0.579881,1.290595,0.186518
2272,1978,665,11389,9021,0.558011,0.748392,0.147976,0.748392,0.852024,0.247096,0.579838,1.290692,0.186575
2273,1977,666,11384,9026,0.557766,0.748014,0.147968,0.748014,0.852032,0.247063,0.579577,1.290619,0.186593
2274,1977,666,11383,9027,0.557717,0.748014,0.147979,0.748014,0.852021,0.247079,0.579534,1.290715,0.186675
2275,1977,666,11382,9028,0.557668,0.748014,0.14799,0.748014,0.85201,0.247094,0.579491,1.290812,0.186729
2276,1977,666,11381,9029,0.557619,0.748014,0.148001,0.748014,0.851999,0.24711,0.579447,1.290909,0.18678
2277,1976,667,11373,9037,0.557227,0.747635,0.148026,0.747635,0.851974,0.247124,0.579057,1.291126,0.186834
2278,1976,667,11372,9038,0.557178,0.747635,0.148037,0.747635,0.851963,0.247139,0.579014,1.291222,0.186837
2279,1975,668,11360,9050,0.55659,0.747257,0.148106,0.747257,0.851894,0.247215,0.57845,1.291827,0.186858
2280,1975,668,11359,9051,0.556541,0.747257,0.148118,0.747257,0.851882,0.24723,0.578406,1.291924,0.187086
2281,1975,668,11358,9052,0.556492,0.747257,0.148129,0.747257,0.851871,0.247246,0.578363,1.292021,0.187096
2282,1975,668,11356,9054,0.556394,0.747257,0.148151,0.747257,0.851849,0.247277,0.578276,1.292215,0.187114
2283,1974,669,11353,9057,0.556247,0.746879,0.14812,0.746879,0.85188,0.247214,0.578103,1.291948,0.18727
2284,1974,669,11352,9058,0.556198,0.746879,0.148131,0.746879,0.851869,0.247229,0.578059,1.292045,0.18742
2285,1974,669,11350,9060,0.5561,0.746879,0.148154,0.746879,0.851846,0.24726,0.577972,1.292239,0.187497
2286,1974,669,11349,9061,0.556051,0.746879,0.148165,0.746879,0.851835,0.247275,0.577929,1.292336,0.187524
2287,1974,669,11347,9063,0.555953,0.746879,0.148187,0.746879,0.851813,0.247306,0.577842,1.29253,0.187562
2288,1974,669,11345,9065,0.555855,0.746879,0.148209,0.746879,0.851791,0.247337,0.577756,1.292724,0.187586
2289,1974,669,11344,9066,0.555806,0.746879,0.14822,0.746879,0.85178,0.247353,0.577712,1.292821,0.1877
2290,1972,671,11341,9069,0.555659,0.746122,0.148126,0.746122,0.851874,0.24718,0.577495,1.291996,0.187754
2291,1972,671,11340,9070,0.55561,0.746122,0.148137,0.746122,0.851863,0.247195,0.577452,1.292093,0.187798
2292,1972,671,11339,9071,0.555561,0.746122,0.148148,0.746122,0.851852,0.247211,0.577409,1.29219,0.187799
2293,1972,671,11337,9073,0.555463,0.746122,0.14817,0.746122,0.85183,0.247242,0.577322,1.292385,0.187822
2294,1971,672,11319,9091,0.554581,0.745743,0.148307,0.745743,0.851693,0.247411,0.576498,1.293576,0.187838
2295,1971,672,11316,9094,0.554434,0.745743,0.14834,0.745743,0.85166,0.247458,0.576368,1.293868,0.187854
2296,1971,672,11315,9095,0.554385,0.745743,0.148352,0.745743,0.851648,0.247473,0.576324,1.293965,0.187889
2297,1971,672,11314,9096,0.554336,0.745743,0.148363,0.745743,0.851637,0.247489,0.576281,1.294063,0.188102
2298,1971,672,11313,9097,0.554287,0.745743,0.148374,0.745743,0.851626,0.247504,0.576237,1.29416,0.18815
2299,1971,672,11312,9098,0.554238,0.745743,0.148385,0.745743,0.851615,0.24752,0.576194,1.294258,0.188233
2300,1971,672,11311,9099,0.554189,0.745743,0.148396,0.745743,0.851604,0.247535,0.576151,1.294355,0.188383
2301,1971,672,11310,9100,0.55414,0.745743,0.148407,0.745743,0.851593,0.247551,0.576107,1.294453,0.188461
2302,1971,672,11309,9101,0.554091,0.745743,0.148419,0.745743,0.851581,0.247566,0.576064,1.29455,0.188485
2303,1971,672,11306,9104,0.553944,0.745743,0.148452,0.745743,0.851548,0.247613,0.575934,1.294843,0.188597
2304,1971,672,11305,9105,0.553895,0.745743,0.148463,0.745743,0.851537,0.247629,0.57589,1.29494,0.188745
2305,1971,672,11299,9111,0.553601,0.745743,0.148531,0.745743,0.851469,0.247722,0.57563,1.295526,0.1888
2306,1971,672,11298,9112,0.553552,0.745743,0.148542,0.745743,0.851458,0.247738,0.575587,1.295623,0.188841
2307,1971,672,11297,9113,0.553503,0.745743,0.148553,0.745743,0.851447,0.247753,0.575543,1.295721,0.188866
2308,1971,672,11295,9115,0.553405,0.745743,0.148575,0.745743,0.851425,0.247784,0.575457,1.295916,0.188885
2309,1970,673,11295,9115,0.553405,0.745365,0.148511,0.745365,0.851489,0.247674,0.575413,1.295356,0.188933
2310,1969,674,11286,9124,0.552964,0.744987,0.148548,0.744987,0.851452,0.247704,0.574979,1.295676,0.188978
2311,1969,674,11285,9125,0.552915,0.744987,0.148559,0.744987,0.851441,0.24772,0.574936,1.295773,0.188988
2312,1965,678,11246,9164,0.551004,0.743473,0.14874,0.743473,0.85126,0.247887,0.573071,1.29735,0.189079
2313,1964,679,11246,9164,0.551004,0.743095,0.148675,0.743095,0.851325,0.247776,0.573027,1.296788,0.189107
2314,1964,679,11245,9165,0.550955,0.743095,0.148687,0.743095,0.851313,0.247792,0.572984,1.296886,0.189109
2315,1964,679,11244,9166,0.550906,0.743095,0.148698,0.743095,0.851302,0.247808,0.572941,1.296984,0.189162
2316,1964,679,11243,9167,0.550857,0.743095,0.148709,0.743095,0.851291,0.247823,0.572897,1.297082,0.189372
